text,sura,lemmatized
انما السبيل على الذين يظلمون الناس ويبغون في الارض بغير الحق اولٰئك لهم عذاب اليم,سورة الشورىٰ,"['انما', 'سبيل', 'على', 'الذي', 'ظلم', 'ناس', 'بغى', 'في', 'ارض', 'غير', 'حق', 'اولئك', 'ل', 'عذاب', 'اليم']"
ولمن صبر وغفر ان ذٰلك لمن عزم الامور,سورة الشورىٰ,"['من', 'صبر', 'غفر', 'ان', 'ذلك', 'من', 'عزم', 'امور']"
ومن يضلل الله فما له من ولي من بعده وترى الظٰلمين لما راوا العذاب يقولون هل الىٰ مرد من سبيل,سورة الشورىٰ,"['من', 'أضل', 'الله', 'ما', 'ل', 'من', 'ولي', 'من', 'بعد', 'راوند', 'ظلم', 'ما', 'راوي', 'عذاب', 'قال', 'هل', 'الى', 'مرد', 'من', 'سبيل']"
وترىٰهم يعرضون عليها خٰشعين من الذل ينظرون من طرف خفي وقال الذين ءامنوا ان الخٰسرين الذين خسروا انفسهم واهليهم يوم القيٰمة الا ان الظٰلمين في عذاب مقيم,سورة الشورىٰ,"['رأى', 'عرض', 'على', 'خشع', 'من', 'ذل', 'نظر', 'من', 'طرف', 'خفي', 'قال', 'الذي', 'ءامن', 'ان', 'خسر', 'الذي', 'خسر', 'انفس', 'اهلي', 'يوم', 'قيمة', 'الا', 'ان', 'ظلم', 'في', 'عذاب', 'مقيم']"
وما كان لهم من اولياء ينصرونهم من دون الله ومن يضلل الله فما له من سبيل,سورة الشورىٰ,"['ما', 'كان', 'ل', 'من', 'اولياء', 'ينصرونهم', 'من', 'دون', 'الله', 'من', 'أضل', 'الله', 'ما', 'ل', 'من', 'سبيل']"
استجيبوا لربكم من قبل ان ياتي يوم لا مرد له من الله ما لكم من ملجا يومئذ وما لكم من نكير,سورة الشورىٰ,"['استجيب', 'رب', 'من', 'قبل', 'ان', 'يا', 'يوم', 'لا', 'مرد', 'ل', 'من', 'الله', 'ما', 'ل', 'من', 'ملج', 'يومئذ', 'ما', 'ل', 'من', 'نكير']"
فان اعرضوا فما ارسلنٰك عليهم حفيظا ان عليك الا البلٰغ وانا اذا اذقنا الانسٰن منا رحمة فرح بها وان تصبهم سيئة بما قدمت ايديهم فان الانسٰن كفور,سورة الشورىٰ,"['فان', 'اعرض', 'ما', 'ارسلنك', 'على', 'حفيظ', 'ان', 'على', 'الا', 'بلغ', 'وان', 'اذ', 'اذق', 'انسن', 'من', 'رحمة', 'فرح', 'ب', 'وان', 'أصاب', 'سيئ', 'ما', 'قدم', 'ايدي', 'فان', 'انسن', 'فور']"
لله ملك السمٰوٰت والارض يخلق ما يشاء يهب لمن يشاء انٰثا ويهب لمن يشاء الذكور,سورة الشورىٰ,"['الله', 'ملك', 'سمت', 'ارض', 'خلق', 'ما', 'شاء', 'هاب', 'من', 'شاء', 'انثا', 'هاب', 'من', 'شاء', 'ذكر']"
او يزوجهم ذكرانا وانٰثا ويجعل من يشاء عقيما انه عليم قدير,سورة الشورىٰ,"['او', 'زوج', 'ذكر', 'انثا', 'جعل', 'من', 'شاء', 'عقيم', 'ان', 'عليم', 'قدير']"
وما كان لبشر ان يكلمه الله الا وحيا او من وراي حجاب او يرسل رسولا فيوحي باذنه ما يشاء انه علي حكيم,سورة الشورىٰ,"['ما', 'كان', 'بشر', 'ان', 'كلم', 'الله', 'الا', 'حي', 'او', 'من', 'راي', 'حجاب', 'او', 'أرسل', 'رسول', 'أوحى', 'اذن', 'ما', 'شاء', 'ان', 'علي', 'حكيم']"
وكذٰلك اوحينا اليك روحا من امرنا ما كنت تدري ما الكتٰب ولا الايمٰن ولٰكن جعلنٰه نورا نهدي به من نشاء من عبادنا وانك لتهدي الىٰ صرٰط مستقيم,سورة الشورىٰ,"['ذلك', 'اوحي', 'يك', 'روح', 'من', 'امر', 'ما', 'كان', 'درى', 'ما', 'كتاب', 'لا', 'ايمن', 'لكن', 'جعل', 'نور', 'نهد', 'ب', 'من', 'نشاء', 'من', 'عباد', 'وان', 'أهدى', 'الى', 'صراط', 'مستقيم']"
صرٰط الله الذي له ما في السمٰوٰت وما في الارض الا الى الله تصير الامور,سورة الشورىٰ,"['صراط', 'الله', 'الذي', 'ل', 'ما', 'في', 'سمت', 'ما', 'في', 'ارض', 'الا', 'الى', 'الله', 'صار', 'امور']"
بسم الله الرحمٰن الرحيم,سورة الزخرف,"['بسم', 'الله', 'رحمن', 'رحيم']"
حم,سورة الزخرف,['حم']
والكتٰب المبين,سورة الزخرف,"['كتاب', 'مبين']"
انا جعلنٰه قرءٰنا عربيا لعلكم تعقلون,سورة الزخرف,"['انا', 'جعل', 'قرء', 'عربي', 'لعل', 'عقل']"
وانه في ام الكتٰب لدينا لعلي حكيم,سورة الزخرف,"['وان', 'في', 'ام', 'كتاب', 'لدى', 'علي', 'حكيم']"
افنضرب عنكم الذكر صفحا ان كنتم قوما مسرفين,سورة الزخرف,"['افنضرب', 'عن', 'ذكر', 'صفح', 'ان', 'كان', 'قوم', 'مسرف']"
وكم ارسلنا من نبي في الاولين,سورة الزخرف,"['كم', 'ارسل', 'من', 'نبي', 'في', 'اول']"
وما ياتيهم من نبي الا كانوا به يستهزءون,سورة الزخرف,"['ما', 'ياتي', 'من', 'نبي', 'الا', 'كان', 'ب', 'يستهزءون']"
فاهلكنا اشد منهم بطشا ومضىٰ مثل الاولين,سورة الزخرف,"['اهلك', 'اشد', 'من', 'بطش', 'مضى', 'مثل', 'اول']"
ولئن سالتهم من خلق السمٰوٰت والارض ليقولن خلقهن العزيز العليم,سورة الزخرف,"['لئن', 'سال', 'من', 'خلق', 'سمت', 'ارض', 'يقولن', 'خلق', 'عزيز', 'عليم']"
الذي جعل لكم الارض مهدا وجعل لكم فيها سبلا لعلكم تهتدون,سورة الزخرف,"['الذي', 'جعل', 'ل', 'ارض', 'مهد', 'جعل', 'ل', 'في', 'سبيل', 'لعل', 'اهتدى']"
والذي نزل من السماء ماء بقدر فانشرنا به بلدة ميتا كذٰلك تخرجون,سورة الزخرف,"['الذي', 'نزل', 'من', 'سماء', 'ماء', 'قدر', 'انشر', 'ب', 'بلدة', 'ميت', 'ذلك', 'خرج']"
والذي خلق الازوٰج كلها وجعل لكم من الفلك والانعٰم ما تركبون,سورة الزخرف,"['الذي', 'خلق', 'ازوج', 'كل', 'جعل', 'ل', 'من', 'فلك', 'انعم', 'ما', 'ركب']"
لتستوا علىٰ ظهوره ثم تذكروا نعمة ربكم اذا استويتم عليه وتقولوا سبحٰن الذي سخر لنا هٰذا وما كنا له مقرنين,سورة الزخرف,"['تستوا', 'على', 'ظهور', 'ثم', 'تذكر', 'نعمة', 'رب', 'اذ', 'استوى', 'على', 'قال', 'سبحن', 'الذي', 'سخر', 'ل', 'هذا', 'ما', 'كان', 'ل', 'مقرن']"
وانا الىٰ ربنا لمنقلبون,سورة الزخرف,"['وان', 'الى', 'رب', 'لمنقلبون']"
وجعلوا له من عباده جزءا ان الانسٰن لكفور مبين,سورة الزخرف,"['جعل', 'ل', 'من', 'عباد', 'جزء', 'ان', 'انسن', 'كفور', 'مبين']"
ام اتخذ مما يخلق بنات واصفىٰكم بالبنين,سورة الزخرف,"['ام', 'اتخذ', 'من', 'خلق', 'بنت', 'اصفى', 'بنون']"
واذا بشر احدهم بما ضرب للرحمٰن مثلا ظل وجهه مسودا وهو كظيم,سورة الزخرف,"['اذ', 'بشر', 'احد', 'ما', 'ضرب', 'رحمن', 'مثل', 'ظل', 'وجه', 'مسود', 'هو', 'كظيم']"
اومن ينشؤا في الحلية وهو في الخصام غير مبين,سورة الزخرف,"['اومن', 'ينشؤا', 'في', 'حلية', 'هو', 'في', 'خصام', 'غير', 'مبين']"
وجعلوا الملٰئكة الذين هم عبٰد الرحمٰن انٰثا اشهدوا خلقهم ستكتب شهٰدتهم ويسلون,سورة الزخرف,"['جعل', 'ملئك', 'الذي', 'هم', 'عبد', 'رحمن', 'انثا', 'اشهد', 'خلق', 'كتب', 'شهد', 'يسل']"
وقالوا لو شاء الرحمٰن ما عبدنٰهم ما لهم بذٰلك من علم ان هم الا يخرصون,سورة الزخرف,"['قال', 'لو', 'شاء', 'رحمن', 'ما', 'عبدنهم', 'ما', 'ل', 'ذلك', 'من', 'علم', 'ان', 'هم', 'الا', 'يخرصون']"
ام ءاتينٰهم كتٰبا من قبله فهم به مستمسكون,سورة الزخرف,"['ام', 'ءاتينهم', 'كتاب', 'من', 'قبل', 'هم', 'ب', 'مستمسك']"
بل قالوا انا وجدنا ءاباءنا علىٰ امة وانا علىٰ ءاثٰرهم مهتدون,سورة الزخرف,"['بل', 'قال', 'انا', 'وجد', 'ءاباءنا', 'على', 'ام', 'وان', 'على', 'ءاثر', 'مهتدي']"
وكذٰلك ما ارسلنا من قبلك في قرية من نذير الا قال مترفوها انا وجدنا ءاباءنا علىٰ امة وانا علىٰ ءاثٰرهم مقتدون,سورة الزخرف,"['ذلك', 'ما', 'ارسل', 'من', 'قبل', 'في', 'قرية', 'من', 'نذير', 'الا', 'قال', 'مترف', 'انا', 'وجد', 'ءاباءنا', 'على', 'ام', 'وان', 'على', 'ءاثر', 'مقتدون']"
قٰل اولو جئتكم باهدىٰ مما وجدتم عليه ءاباءكم قالوا انا بما ارسلتم به كٰفرون,سورة الزخرف,"['قال', 'اولو', 'جاء', 'اهدى', 'من', 'وجد', 'على', 'ءاباءكم', 'قال', 'انا', 'ما', 'ارسلتم', 'ب', 'كفر']"
فانتقمنا منهم فانظر كيف كان عٰقبة المكذبين,سورة الزخرف,"['انتقم', 'من', 'انظر', 'كيف', 'كان', 'عقبة', 'مكذب']"
واذ قال ابرٰهيم لابيه وقومه انني براء مما تعبدون,سورة الزخرف,"['اذ', 'قال', 'ابرهيم', 'ابي', 'قوم', 'انني', 'بريء', 'من', 'عبد']"
الا الذي فطرني فانه سيهدين,سورة الزخرف,"['الا', 'الذي', 'فطر', 'فان', 'يهدين']"
وجعلها كلمة باقية في عقبه لعلهم يرجعون,سورة الزخرف,"['جعل', 'كلمة', 'باقي', 'في', 'عقب', 'لعل', 'رجع']"
بل متعت هٰؤلاء وءاباءهم حتىٰ جاءهم الحق ورسول مبين,سورة الزخرف,"['بل', 'متعة', 'هذا', 'ءاباء', 'حتى', 'جاء', 'حق', 'رسول', 'مبين']"
ولما جاءهم الحق قالوا هٰذا سحر وانا به كٰفرون,سورة الزخرف,"['لما', 'جاء', 'حق', 'قال', 'هذا', 'سحر', 'وان', 'ب', 'كفر']"
وقالوا لولا نزل هٰذا القرءان علىٰ رجل من القريتين عظيم,سورة الزخرف,"['قال', 'لولا', 'نزل', 'هذا', 'قرء', 'على', 'رجل', 'من', 'قرية', 'عظيم']"
اهم يقسمون رحمت ربك نحن قسمنا بينهم معيشتهم في الحيوٰة الدنيا ورفعنا بعضهم فوق بعض درجٰت ليتخذ بعضهم بعضا سخريا ورحمت ربك خير مما يجمعون,سورة الزخرف,"['اهم', 'قسم', 'رحمة', 'رب', 'نحن', 'قسم', 'بين', 'معيشة', 'في', 'حيو', 'دنيا', 'رفع', 'بعض', 'فوق', 'بعض', 'درج', 'اتخذ', 'بعض', 'بعض', 'سخري', 'رحم', 'رب', 'خير', 'من', 'جمع']"
ولولا ان يكون الناس امة وٰحدة لجعلنا لمن يكفر بالرحمٰن لبيوتهم سقفا من فضة ومعارج عليها يظهرون,سورة الزخرف,"['لولا', 'ان', 'كان', 'ناس', 'ام', 'وحدة', 'جعل', 'من', 'كفر', 'رحمن', 'بيت', 'سقف', 'من', 'فضة', 'معارج', 'على', 'أظهر']"
ولبيوتهم ابوٰبا وسررا عليها يتكون,سورة الزخرف,"['بيت', 'ابوب', 'سرر', 'على', 'تكون']"
وزخرفا وان كل ذٰلك لما متٰع الحيوٰة الدنيا والاخرة عند ربك للمتقين,سورة الزخرف,"['زخرف', 'وان', 'كل', 'ذلك', 'ما', 'متعة', 'حيو', 'دنيا', 'اخر', 'عند', 'رب', 'متقي']"
ومن يعش عن ذكر الرحمٰن نقيض له شيطٰنا فهو له قرين,سورة الزخرف,"['من', 'عاش', 'عن', 'ذكر', 'رحمن', 'نقيض', 'ل', 'شيط', 'هو', 'ل', 'قرين']"
وانهم ليصدونهم عن السبيل ويحسبون انهم مهتدون,سورة الزخرف,"['وان', 'صد', 'عن', 'سبيل', 'حسب', 'ان', 'مهتدي']"
حتىٰ اذا جاءنا قال يٰليت بيني وبينك بعد المشرقين فبئس القرين,سورة الزخرف,"['حتى', 'اذ', 'جاء', 'قال', 'يليت', 'بين', 'بين', 'بعد', 'مشرق', 'بئس', 'قرين']"
ولن ينفعكم اليوم اذ ظلمتم انكم في العذاب مشتركون,سورة الزخرف,"['لن', 'ينفعكم', 'يوم', 'اذ', 'ظلمتم', 'ان', 'في', 'عذاب', 'مشترك']"
افانت تسمع الصم او تهدي العمي ومن كان في ضلٰل مبين,سورة الزخرف,"['افان', 'سمع', 'أصم', 'او', 'هدى', 'عم', 'من', 'كان', 'في', 'ضلل', 'مبين']"
فاما نذهبن بك فانا منهم منتقمون,سورة الزخرف,"['اما', 'نذهبن', 'ب', 'فان', 'من', 'منتقم']"
او نرينك الذي وعدنٰهم فانا عليهم مقتدرون,سورة الزخرف,"['او', 'نرينك', 'الذي', 'عدن', 'فان', 'على', 'مقتدر']"
فاستمسك بالذي اوحي اليك انك علىٰ صرٰط مستقيم,سورة الزخرف,"['استمسك', 'الذي', 'اوحي', 'يك', 'انك', 'على', 'صراط', 'مستقيم']"
وانه لذكر لك ولقومك وسوف تسلون,سورة الزخرف,"['وان', 'ذكر', 'ل', 'قوم', 'سوف', 'سل']"
وسل من ارسلنا من قبلك من رسلنا اجعلنا من دون الرحمٰن ءالهة يعبدون,سورة الزخرف,"['سل', 'من', 'ارسل', 'من', 'قبل', 'من', 'رسول', 'اجعل', 'من', 'دون', 'رحمن', 'ءاله', 'عبد']"
ولقد ارسلنا موسىٰ بايٰتنا الىٰ فرعون وملايه فقال اني رسول رب العٰلمين,سورة الزخرف,"['قد', 'ارسل', 'موسى', 'ايتنا', 'الى', 'فرعون', 'ملاي', 'قال', 'اني', 'رسول', 'رب', 'علم']"
فلما جاءهم بايٰتنا اذا هم منها يضحكون,سورة الزخرف,"['لما', 'جاء', 'ايتنا', 'اذ', 'هم', 'من', 'ضحك']"
وما نريهم من ءاية الا هي اكبر من اختها واخذنٰهم بالعذاب لعلهم يرجعون,سورة الزخرف,"['ما', 'نري', 'من', 'ءاي', 'الا', 'هي', 'اكبر', 'من', 'اخت', 'اخذن', 'عذاب', 'لعل', 'رجع']"
وقالوا يٰايه الساحر ادع لنا ربك بما عهد عندك اننا لمهتدون,سورة الزخرف,"['قال', 'ياي', 'ساحر', 'ادع', 'ل', 'رب', 'ما', 'عهد', 'عند', 'ان', 'لمهتدون']"
فلما كشفنا عنهم العذاب اذا هم ينكثون,سورة الزخرف,"['لما', 'كشف', 'عن', 'عذاب', 'اذ', 'هم', 'نكث']"
ونادىٰ فرعون في قومه قال يٰقوم اليس لي ملك مصر وهٰذه الانهٰر تجري من تحتي افلا تبصرون,سورة الزخرف,"['نادى', 'فرعون', 'في', 'قوم', 'قال', 'قام', 'اليس', 'ل', 'ملك', 'مصر', 'هذا', 'انهر', 'جرى', 'من', 'تحتي', 'افل', 'أبصر']"
ام انا خير من هٰذا الذي هو مهين ولا يكاد يبين,سورة الزخرف,"['ام', 'انا', 'خير', 'من', 'هذا', 'الذي', 'هو', 'مهين', 'لا', 'كاد', 'بين']"
فلولا القي عليه اسورة من ذهب او جاء معه الملٰئكة مقترنين,سورة الزخرف,"['لولا', 'قي', 'على', 'اسور', 'من', 'ذهب', 'او', 'جاء', 'مع', 'ملئك', 'مقترن']"
فاستخف قومه فاطاعوه انهم كانوا قوما فٰسقين,سورة الزخرف,"['استخف', 'قوم', 'فاطاعوه', 'ان', 'كان', 'قوم', 'فسق']"
فلما ءاسفونا انتقمنا منهم فاغرقنٰهم اجمعين,سورة الزخرف,"['لما', 'ءاسفونا', 'انتقم', 'من', 'فاغرقنهم', 'اجمع']"
فجعلنٰهم سلفا ومثلا للاخرين,سورة الزخرف,"['فجعلنهم', 'سلف', 'مثل', 'اخر']"
ولما ضرب ابن مريم مثلا اذا قومك منه يصدون,سورة الزخرف,"['لما', 'ضرب', 'ابن', 'مريم', 'مثل', 'اذ', 'قوم', 'من', 'صد']"
وقالوا ءاٰلهتنا خير ام هو ما ضربوه لك الا جدلا بل هم قوم خصمون,سورة الزخرف,"['قال', 'ءالهتنا', 'خير', 'ام', 'هو', 'ما', 'ضرب', 'ل', 'الا', 'جدل', 'بل', 'هم', 'قوم', 'خصم']"
ان هو الا عبد انعمنا عليه وجعلنٰه مثلا لبني اسرٰءيل,سورة الزخرف,"['ان', 'هو', 'الا', 'عبد', 'انعم', 'على', 'جعل', 'مثل', 'بني', 'اسرءيل']"
ولو نشاء لجعلنا منكم ملٰئكة في الارض يخلفون,سورة الزخرف,"['لو', 'نشاء', 'جعل', 'من', 'ملئك', 'في', 'ارض', 'خلف']"
وانه لعلم للساعة فلا تمترن بها واتبعون هٰذا صرٰط مستقيم,سورة الزخرف,"['وان', 'علم', 'ساعة', 'لا', 'تمترن', 'ب', 'اتبع', 'هذا', 'صراط', 'مستقيم']"
ولا يصدنكم الشيطٰن انه لكم عدو مبين,سورة الزخرف,"['لا', 'يصدنكم', 'شيطن', 'ان', 'ل', 'عدو', 'مبين']"
ولما جاء عيسىٰ بالبينٰت قال قد جئتكم بالحكمة ولابين لكم بعض الذي تختلفون فيه فاتقوا الله واطيعون,سورة الزخرف,"['لما', 'جاء', 'عيسى', 'بين', 'قال', 'قد', 'جاء', 'حكمة', 'لاب', 'ل', 'بعض', 'الذي', 'اختلف', 'في', 'اتقى', 'الله', 'اطيع']"
ان الله هو ربي وربكم فاعبدوه هٰذا صرٰط مستقيم,سورة الزخرف,"['ان', 'الله', 'هو', 'رب', 'رب', 'فاعبدوه', 'هذا', 'صراط', 'مستقيم']"
فاختلف الاحزاب من بينهم فويل للذين ظلموا من عذاب يوم اليم,سورة الزخرف,"['اختلف', 'احزاب', 'من', 'بين', 'ويل', 'الذي', 'ظلم', 'من', 'عذاب', 'يوم', 'اليم']"
هل ينظرون الا الساعة ان تاتيهم بغتة وهم لا يشعرون,سورة الزخرف,"['هل', 'نظر', 'الا', 'ساعة', 'ان', 'تاتي', 'بغتة', 'هم', 'لا', 'شعر']"
الاخلاء يومئذ بعضهم لبعض عدو الا المتقين,سورة الزخرف,"['اخلاء', 'يومئذ', 'بعض', 'بعض', 'عدو', 'الا', 'متقي']"
يٰعباد لا خوف عليكم اليوم ولا انتم تحزنون,سورة الزخرف,"['يعباد', 'لا', 'خوف', 'على', 'يوم', 'لا', 'انتم', 'حزن']"
الذين ءامنوا بايٰتنا وكانوا مسلمين,سورة الزخرف,"['الذي', 'ءامن', 'ايتنا', 'كان', 'مسلم']"
ادخلوا الجنة انتم وازوٰجكم تحبرون,سورة الزخرف,"['ادخل', 'جنة', 'انتم', 'وازوجكم', 'تحبرون']"
يطاف عليهم بصحاف من ذهب واكواب وفيها ما تشتهيه الانفس وتلذ الاعين وانتم فيها خٰلدون,سورة الزخرف,"['يطاف', 'على', 'صحاف', 'من', 'ذهب', 'اكواب', 'في', 'ما', 'اشتهى', 'انفس', 'لذ', 'اعين', 'انتم', 'في', 'خلدون']"
وتلك الجنة التي اورثتموها بما كنتم تعملون,سورة الزخرف,"['ذلك', 'جنة', 'الذي', 'اورثتموها', 'ما', 'كان', 'عمل']"
لكم فيها فٰكهة كثيرة منها تاكلون,سورة الزخرف,"['ل', 'في', 'فك', 'كثير', 'من', 'تاكل']"
ان المجرمين في عذاب جهنم خٰلدون,سورة الزخرف,"['ان', 'مجرم', 'في', 'عذاب', 'جهنم', 'خلدون']"
لا يفتر عنهم وهم فيه مبلسون,سورة الزخرف,"['لا', 'فتر', 'عن', 'هم', 'في', 'مبلسون']"
وما ظلمنٰهم ولٰكن كانوا هم الظٰلمين,سورة الزخرف,"['ما', 'ظلمنهم', 'لكن', 'كان', 'هم', 'ظلم']"
ونادوا يٰمٰلك ليقض علينا ربك قال انكم مٰكثون,سورة الزخرف,"['نادى', 'ملك', 'قضى', 'على', 'رب', 'قال', 'ان', 'مكث']"
لقد جئنٰكم بالحق ولٰكن اكثركم للحق كٰرهون,سورة الزخرف,"['قد', 'جاء', 'حق', 'لكن', 'اكثر', 'حق', 'كره']"
ام ابرموا امرا فانا مبرمون,سورة الزخرف,"['ام', 'ابرم', 'امرا', 'فان', 'مبرم']"
ام يحسبون انا لا نسمع سرهم ونجوىٰهم بلىٰ ورسلنا لديهم يكتبون,سورة الزخرف,"['ام', 'حسب', 'انا', 'لا', 'سمع', 'سر', 'نجوى', 'بلى', 'رسول', 'لدى', 'كتب']"
قل ان كان للرحمٰن ولد فانا اول العٰبدين,سورة الزخرف,"['قال', 'ان', 'كان', 'رحمن', 'ولد', 'فان', 'اول', 'عبد']"
سبحٰن رب السمٰوٰت والارض رب العرش عما يصفون,سورة الزخرف,"['سبحن', 'رب', 'سمت', 'ارض', 'رب', 'عرش', 'عن', 'وصف']"
فذرهم يخوضوا ويلعبوا حتىٰ يلٰقوا يومهم الذي يوعدون,سورة الزخرف,"['ذر', 'خاض', 'لعب', 'حتى', 'ألقى', 'يوم', 'الذي', 'وعد']"
وهو الذي في السماء الٰه وفي الارض الٰه وهو الحكيم العليم,سورة الزخرف,"['هو', 'الذي', 'في', 'سماء', 'اله', 'في', 'ارض', 'اله', 'هو', 'حكيم', 'عليم']"
وتبارك الذي له ملك السمٰوٰت والارض وما بينهما وعنده علم الساعة واليه ترجعون,سورة الزخرف,"['تبارك', 'الذي', 'ل', 'ملك', 'سمت', 'ارض', 'ما', 'بين', 'عند', 'علم', 'ساعة', 'والي', 'أرجع']"
ولا يملك الذين يدعون من دونه الشفٰعة الا من شهد بالحق وهم يعلمون,سورة الزخرف,"['لا', 'ملك', 'الذي', 'دعا', 'من', 'دون', 'شفعة', 'الا', 'من', 'شهد', 'حق', 'هم', 'علم']"
ولئن سالتهم من خلقهم ليقولن الله فانىٰ يؤفكون,سورة الزخرف,"['لئن', 'سال', 'من', 'خلق', 'يقولن', 'الله', 'انى', 'يؤفكون']"
وقيله يٰرب ان هٰؤلاء قوم لا يؤمنون,سورة الزخرف,"['قال', 'يرب', 'ان', 'هذا', 'قوم', 'لا', 'آمن']"
فاصفح عنهم وقل سلٰم فسوف يعلمون,سورة الزخرف,"['فاصفح', 'عن', 'قل', 'سلم', 'سوف', 'علم']"
بسم الله الرحمٰن الرحيم,سورة الدخان,"['بسم', 'الله', 'رحمن', 'رحيم']"
حم,سورة الدخان,['حم']
والكتٰب المبين,سورة الدخان,"['كتاب', 'مبين']"
انا انزلنٰه في ليلة مبٰركة انا كنا منذرين,سورة الدخان,"['انا', 'انزلنه', 'في', 'ليلة', 'مبرك', 'انا', 'كان', 'منذر']"
فيها يفرق كل امر حكيم,سورة الدخان,"['في', 'فرق', 'كل', 'امر', 'حكيم']"
امرا من عندنا انا كنا مرسلين,سورة الدخان,"['امرا', 'من', 'عند', 'انا', 'كان', 'مرسل']"
رحمة من ربك انه هو السميع العليم,سورة الدخان,"['رحمة', 'من', 'رب', 'ان', 'هو', 'سميع', 'عليم']"
رب السمٰوٰت والارض وما بينهما ان كنتم موقنين,سورة الدخان,"['رب', 'سمت', 'ارض', 'ما', 'بين', 'ان', 'كان', 'موقن']"
لا الٰه الا هو يحي ويميت ربكم ورب ءابائكم الاولين,سورة الدخان,"['لا', 'اله', 'الا', 'هو', 'حي', 'أمات', 'رب', 'رب', 'ءابائكم', 'اول']"
فارتقب يوم تاتي السماء بدخان مبين,سورة الدخان,"['ارتقب', 'يوم', 'تاتي', 'سماء', 'دخان', 'مبين']"
يغشى الناس هٰذا عذاب اليم,سورة الدخان,"['غشي', 'ناس', 'هذا', 'عذاب', 'اليم']"
ربنا اكشف عنا العذاب انا مؤمنون,سورة الدخان,"['رب', 'اكشف', 'عن', 'عذاب', 'انا', 'مؤمن']"
انىٰ لهم الذكرىٰ وقد جاءهم رسول مبين,سورة الدخان,"['انى', 'ل', 'ذكرى', 'قد', 'جاء', 'رسول', 'مبين']"
ثم تولوا عنه وقالوا معلم مجنون,سورة الدخان,"['ثم', 'تولى', 'عن', 'قال', 'معلم', 'مجنون']"
انا كاشفوا العذاب قليلا انكم عائدون,سورة الدخان,"['انا', 'كاشف', 'عذاب', 'قليل', 'ان', 'عائد']"
يوم نبطش البطشة الكبرىٰ انا منتقمون,سورة الدخان,"['يوم', 'بطش', 'بطشة', 'أكبر', 'انا', 'منتقم']"
ولقد فتنا قبلهم قوم فرعون وجاءهم رسول كريم,سورة الدخان,"['قد', 'فتنة', 'قبل', 'قوم', 'فرعون', 'جاء', 'رسول', 'كريم']"
ان ادوا الي عباد الله اني لكم رسول امين,سورة الدخان,"['ان', 'ادو', 'الي', 'عباد', 'الله', 'اني', 'ل', 'رسول', 'امين']"
وان لا تعلوا على الله اني ءاتيكم بسلطٰن مبين,سورة الدخان,"['وان', 'لا', 'تعل', 'على', 'الله', 'اني', 'ءاتيكم', 'سلطن', 'مبين']"
واني عذت بربي وربكم ان ترجمون,سورة الدخان,"['واني', 'عاذ', 'رب', 'رب', 'ان', 'ترجم']"
وان لم تؤمنوا لي فاعتزلون,سورة الدخان,"['وان', 'لم', 'آمن', 'ل', 'اعتزل']"
فدعا ربه ان هٰؤلاء قوم مجرمون,سورة الدخان,"['دعا', 'رب', 'ان', 'هذا', 'قوم', 'مجرم']"
فاسر بعبادي ليلا انكم متبعون,سورة الدخان,"['اسر', 'عباد', 'ليل', 'ان', 'متبع']"
واترك البحر رهوا انهم جند مغرقون,سورة الدخان,"['ترك', 'بحر', 'رهو', 'ان', 'جند', 'مغرق']"
كم تركوا من جنٰت وعيون,سورة الدخان,"['كم', 'ترك', 'من', 'جنى', 'عين']"
وزروع ومقام كريم,سورة الدخان,"['زروع', 'مقام', 'كريم']"
ونعمة كانوا فيها فٰكهين,سورة الدخان,"['نعمة', 'كان', 'في', 'فك']"
كذٰلك واورثنٰها قوما ءاخرين,سورة الدخان,"['ذلك', 'واورثنها', 'قوم', 'ءاخرين']"
فما بكت عليهم السماء والارض وما كانوا منظرين,سورة الدخان,"['ما', 'بكى', 'على', 'سماء', 'ارض', 'ما', 'كان', 'منظر']"
ولقد نجينا بني اسرٰءيل من العذاب المهين,سورة الدخان,"['قد', 'نجي', 'بنون', 'اسرءيل', 'من', 'عذاب', 'مهين']"
من فرعون انه كان عاليا من المسرفين,سورة الدخان,"['من', 'فرعون', 'ان', 'كان', 'عالي', 'من', 'مسرف']"
كلا انها تذكرة,سورة عبس,"['كلا', 'انها', 'تذكرة']"
ولقد اخترنٰهم علىٰ علم على العٰلمين,سورة الدخان,"['قد', 'اخترنهم', 'على', 'علم', 'على', 'علم']"
وءاتينٰهم من الايٰت ما فيه بلٰؤا مبين,سورة الدخان,"['ءاتين', 'من', 'الاي', 'ما', 'في', 'لؤا', 'مبين']"
ان هٰؤلاء ليقولون,سورة الدخان,"['ان', 'هذا', 'قال']"
ان هي الا موتتنا الاولىٰ وما نحن بمنشرين,سورة الدخان,"['ان', 'هي', 'الا', 'موتت', 'اولى', 'ما', 'نحن', 'بمنشرين']"
فاتوا بابائنا ان كنتم صٰدقين,سورة الدخان,"['فات', 'ابائ', 'ان', 'كان', 'صدق']"
اهم خير ام قوم تبع والذين من قبلهم اهلكنٰهم انهم كانوا مجرمين,سورة الدخان,"['اهم', 'خير', 'ام', 'قوم', 'تبع', 'الذي', 'من', 'قبل', 'اهلكنهم', 'ان', 'كان', 'مجرم']"
